Key,Type,Created,Ready for QA,In QA,Ready for Signoff,Done
VD-7243,Story,2020-03-17,2020-03-18,2020-03-30,,2020-04-28
VD-7242,Task,2020-03-20,2020-04-02,2020-04-03,2020-04-07,2020-05-04
VD-7240,Task,2020-03-17,,,,2020-03-26
VD-7239,Story,2020-03-17,2020-04-28,2020-04-29,2020-05-28,2020-06-09
VD-7238,Story,2020-03-17,,,2020-03-26,2020-03-27
VD-7237,Bug,2020-03-17,2020-03-18,,2020-03-18,2020-03-23
VD-7235,Task,2020-03-17,,,,2020-03-19
VD-7234,Story,2020-03-18,2020-03-18,2020-03-19,2020-03-19,2020-03-23
VD-7233,Bug,2020-03-17,2020-03-24,2020-03-24,2020-04-20,2020-04-23
VD-7231,Bug,2020-03-17,2020-03-19,2020-03-24,,2020-03-24
VD-7230,Story,2020-03-17,,,2020-04-06,2020-04-13
VD-7229,Story,2020-03-17,,,2020-04-06,2020-04-13
VD-7228,Story,2020-03-19,2020-04-03,2020-04-03,2020-04-09,2020-04-15
VD-7227,Story,2020-03-19,2020-04-06,2020-04-06,2020-04-14,2020-04-15
VD-7225,Story,2020-03-17,2020-03-26,,2020-03-27,2020-04-16
VD-7224,Bug,2020-03-16,2020-04-03,2020-04-08,2020-04-09,2020-04-13
VD-7223,Bug,2020-03-16,2020-03-18,2020-03-18,2020-03-19,2020-03-26
VD-7222,Bug,2020-03-16,2020-03-24,,,2020-03-26
VD-7221,Bug,2020-03-16,2020-03-18,2020-03-19,2020-03-25,2020-03-27
VD-7219,Story,2020-03-16,,,,
VD-7218,Story,2020-03-19,2020-05-19,,2020-05-26,2020-06-09
VD-7216,Story,2020-03-17,2020-06-19,2020-06-22,2020-06-22,2020-06-29
VD-7214,Story,2020-03-16,,2020-03-16,2020-03-17,2020-03-17
VD-7213,Story,2020-03-16,,,2020-05-04,2020-05-04
VD-7212,Story,2020-03-16,2020-04-29,2020-04-29,2020-04-30,2020-05-04
VD-7211,Story,2020-03-16,,2020-04-27,2020-04-29,2020-05-04
VD-7210,Story,2020-03-16,2020-03-17,2020-03-18,2020-03-18,2020-03-27
VD-7209,Bug,2020-03-16,2020-03-25,2020-03-26,,2020-03-26
VD-7208,Bug,2020-03-16,2020-03-18,2020-03-18,,2020-03-18
VD-7206,Story,2020-03-16,2020-03-17,,2020-03-18,2020-03-27
VD-7203,Story,2020-03-16,,,,2020-05-04
VD-7202,Story,2020-03-16,2020-03-31,2020-04-01,2020-04-01,2020-04-13
VD-7201,Bug,2020-03-16,2020-03-16,2020-03-17,2020-03-19,2020-03-30
VD-7200,Bug,2020-03-15,2020-03-19,,,2020-03-20
VD-7199,Bug,2020-03-15,2020-03-20,,,2020-03-23
VD-7198,Bug,2020-03-15,2020-03-16,2020-03-18,,2020-03-19
VD-7197,Bug,2020-03-15,2020-03-16,2020-03-17,,2020-03-17
VD-7195,Task,2020-03-26,,,,
VD-7194,Bug,2020-03-13,2020-03-13,2020-03-13,,2020-03-16
VD-7191,Story,2020-03-16,2020-04-29,2020-04-30,2020-05-11,2020-05-12
VD-7190,Task,2020-03-16,2020-03-31,2020-04-13,2020-04-15,2020-04-15
VD-7189,Task,2020-03-12,,,,2020-04-07
VD-7186,Bug,2020-03-12,2020-04-16,,,2020-04-28
VD-7185,Bug,2020-03-12,2020-03-16,2020-03-16,2020-03-18,2020-03-26
VD-7183,Story,2020-03-12,,,,
VD-7182,Bug,2020-03-12,2020-03-18,2020-03-19,,2020-03-19
VD-7181,Bug,2020-03-12,2020-03-14,2020-03-16,,2020-03-16
VD-7180,Bug,2020-03-12,2020-03-18,,2020-03-18,2020-03-26
VD-7177,Story,2020-03-18,2020-03-25,2020-03-30,2020-04-10,2020-04-15
VD-7173,Story,2020-03-15,2020-03-19,2020-03-24,2020-03-31,2020-03-31
VD-7171,Bug,2020-03-12,,,2020-03-12,2020-03-13
VD-7166,Story,2020-03-11,2020-05-08,2020-05-19,2020-06-01,2020-06-02
VD-7164,Bug,2020-03-11,2020-03-11,2020-03-11,,2020-03-25
VD-7163,Bug,2020-03-11,2020-03-11,2020-03-13,,2020-03-31
VD-7162,Task,2020-03-11,2020-03-16,,2020-03-19,2020-03-31
VD-7161,Bug,2020-03-11,2020-03-11,,,2020-03-12
VD-7160,Bug,2020-03-10,2020-03-11,,,2020-03-12
VD-7158,Bug,2020-03-10,2020-03-11,2020-03-11,,
VD-7156,Story,2020-03-23,2020-03-30,2020-04-02,2020-04-02,2020-04-07
VD-7154,Story,2020-03-10,2020-04-08,,2020-04-14,2020-04-14
VD-7153,Task,2020-03-10,,2020-03-10,,2020-04-16
VD-7152,Task,2020-03-17,2020-04-28,2020-04-30,2020-04-30,2020-05-12
VD-7150,Story,2020-03-10,2020-03-13,2020-03-23,2020-03-23,2020-03-23
VD-7147,Story,2020-03-10,2020-05-14,2020-06-01,2020-06-01,2020-06-02
VD-7143,Task,2020-03-09,2020-03-30,,,2020-04-08
VD-7142,Task,2020-03-23,2020-04-13,2020-04-16,2020-06-22,2020-06-22
VD-7141,Task,2020-03-09,,,,
VD-7139,Bug,2020-03-09,2020-03-23,2020-03-26,2020-03-30,2020-03-30
VD-7137,Bug,2020-03-09,,,2020-03-10,2020-03-13
VD-7136,Bug,2020-03-09,,,2020-03-09,2020-03-11
VD-7134,Story,2020-03-09,,,2020-03-12,2020-03-13
VD-7132,Story,2020-03-09,,,2020-03-10,2020-03-09
VD-7131,Task,2020-04-09,2020-04-14,2020-05-12,2020-05-12,2020-06-08
VD-7127,Bug,2020-03-06,2020-03-18,,,2020-03-19
VD-7125,Story,2020-03-10,2020-03-18,2020-03-19,2020-03-25,2020-03-30
VD-7124,Story,2020-03-06,2020-03-16,2020-03-20,2020-03-31,2020-03-31
VD-7114,Task,2020-03-06,2020-03-18,,2020-03-18,2020-03-27
VD-7113,Bug,2020-03-06,,,,2020-05-11
VD-7111,Bug,2020-03-05,2020-03-19,2020-04-01,,2020-04-01
VD-7110,Bug,2020-03-05,2020-03-09,2020-03-10,,2020-03-16
VD-7109,Bug,2020-03-05,,,,
VD-7105,Bug,2020-03-05,,,2020-03-09,2020-03-13
VD-7104,Bug,2020-03-05,2020-03-05,2020-03-06,2020-03-11,2020-03-11
VD-7103,Bug,2020-03-05,2020-03-06,,2020-03-09,2020-03-13
VD-7102,Story,2020-03-05,,,2020-04-15,2020-04-16
VD-7101,Task,2020-03-05,2020-03-10,2020-03-19,2020-03-19,2020-03-30
VD-7100,Story,2020-03-12,2020-03-17,2020-03-24,2020-03-24,2020-03-24
VD-7097,Bug,2020-03-05,,,,
VD-7095,Task,2020-03-04,2020-03-09,2020-03-14,2020-03-19,2020-03-27
VD-7094,Story,2020-03-05,2020-03-05,,2020-03-09,2020-03-13
VD-7093,Story,2020-03-05,2020-03-11,,2020-03-13,2020-03-17
VD-7092,Bug,2020-03-04,2020-03-17,,2020-03-18,2020-03-26
VD-7091,Bug,2020-03-04,2020-03-20,2020-03-20,,2020-03-20
VD-7090,Bug,2020-03-04,,,2020-03-18,2020-03-26
VD-7088,Story,2020-04-21,2020-05-19,2020-05-20,2020-05-21,2020-05-21
VD-7087,Bug,2020-03-04,2020-03-18,,,2020-03-19
VD-7086,Story,2020-03-04,2020-04-10,2020-04-15,2020-04-30,2020-05-06
VD-7082,Bug,2020-03-04,2020-03-06,2020-03-06,,2020-03-06
VD-7076,Story,2020-03-04,,,2020-04-27,2020-04-28
VD-7071,Story,2020-03-04,,,2020-04-27,2020-04-28
VD-7069,Task,2020-03-12,2020-03-16,2020-03-16,2020-03-17,2020-03-17
VD-7068,Story,2020-03-04,,,2020-04-27,2020-04-28
VD-7067,Task,2020-03-12,2020-03-12,2020-03-13,2020-03-13,2020-03-17
VD-7066,Task,2020-03-04,,,,2020-03-04
VD-7062,Story,2020-03-15,2020-03-19,2020-03-19,2020-03-21,2020-03-27
VD-7061,Bug,2020-03-03,,,2020-03-31,2020-03-31
VD-7059,Bug,2020-03-03,2020-03-04,2020-03-03,2020-03-19,2020-03-23
VD-7053,Story,2020-03-03,,,2020-03-09,2020-03-13
VD-7052,Story,2020-03-09,,2020-03-16,2020-04-17,2020-04-17
VD-7049,Story,2020-03-03,2020-03-03,2020-03-03,2020-03-05,2020-03-13
VD-7048,Story,2020-03-03,2020-03-03,2020-03-03,2020-03-06,2020-03-13
VD-7047,Story,2020-03-03,2020-03-05,2020-03-09,2020-03-13,2020-03-13
VD-7044,Story,2020-03-03,,,2020-04-01,2020-04-13
VD-7043,Task,2020-03-03,2020-03-05,2020-03-05,2020-03-05,2020-03-17
VD-7041,Bug,2020-03-03,2020-03-05,2020-03-05,,2020-03-05
VD-7040,Task,2020-03-03,,,,2020-06-22
VD-7039,Bug,2020-03-03,,,,2020-03-04
VD-7038,Story,2020-04-16,2020-05-12,2020-05-12,2020-05-12,2020-05-15
VD-7037,Story,2020-03-16,2020-03-30,2020-04-16,2020-04-16,2020-05-11
VD-7034,Task,2020-03-03,2020-03-05,2020-03-05,2020-03-06,2020-03-17
VD-7032,Story,2020-03-09,2020-04-03,2020-04-16,2020-04-16,2020-05-11
VD-7031,Task,2020-03-02,,,,2020-06-22
VD-7019,Story,2020-03-03,2020-03-17,2020-03-17,2020-04-06,2020-04-06
VD-7018,Story,2020-05-05,,,,2020-05-05
VD-7017,Story,2020-03-02,,,,
VD-7015,Story,2020-06-10,2020-06-12,2020-06-12,2020-06-19,2020-06-23
VD-7013,Story,2020-03-02,,,2020-03-02,2020-03-03
VD-7012,Story,2020-03-01,,,2020-06-01,2020-06-02
VD-7010,Bug,2020-02-28,2020-06-29,2020-07-06,,2020-07-06
VD-7009,Task,2020-02-28,2020-03-20,2020-04-01,2020-04-02,2020-04-09
VD-7006,Story,2020-02-28,2020-04-24,2020-04-28,2020-05-28,2020-06-08
VD-7003,Story,2020-02-28,2020-03-04,,2020-03-09,2020-03-13
VD-7002,Story,2020-02-28,2020-02-28,2020-03-02,2020-03-02,2020-03-03
VD-7001,Bug,2020-02-28,,,,2020-02-28
VD-7000,Story,2020-03-02,2020-03-04,2020-03-09,2020-03-19,2020-03-19
VD-6999,Story,2020-03-02,2020-03-04,,2020-03-09,2020-03-13
VD-6998,Story,2020-03-02,2020-03-02,2020-03-02,2020-03-03,2020-03-03
VD-6997,Story,2020-02-28,2020-03-02,2020-03-02,2020-03-03,2020-03-03
VD-6995,Bug,2020-02-28,2020-03-02,,2020-03-04,2020-03-13
VD-6993,Story,2020-03-02,2020-03-05,2020-03-05,2020-03-11,2020-03-17
VD-6992,Story,2020-03-03,2020-03-06,2020-03-13,2020-03-17,2020-03-17
VD-6986,Bug,2020-02-28,,,2020-03-03,2020-03-03
VD-6984,Bug,2020-02-28,2020-02-28,2020-03-02,,2020-03-03
VD-6982,Story,2020-03-04,2020-03-25,2020-03-27,2020-04-13,2020-04-15
VD-6981,Story,2020-03-03,2020-03-30,2020-03-31,2020-04-10,2020-04-15
VD-6980,Story,2020-03-03,2020-03-15,2020-03-17,2020-03-31,2020-03-31
VD-6978,Task,2020-02-28,2020-03-06,2020-03-06,2020-03-10,2020-03-11
VD-6977,Task,2020-02-27,,,,2020-03-02
VD-6976,Bug,2020-02-27,,,,
VD-6975,Story,2020-02-27,2020-03-11,2020-03-16,2020-03-18,2020-03-23
VD-6974,Story,2020-02-27,,,,
VD-6973,Task,2020-02-27,,2020-03-05,2020-03-05,2020-03-17
VD-6972,Story,2020-02-27,2020-03-03,2020-03-16,2020-03-16,2020-03-17
VD-6971,Bug,2020-02-27,,2020-02-28,2020-03-02,2020-03-03
VD-6970,Bug,2020-02-27,2020-03-03,2020-03-05,2020-03-11,2020-03-11
VD-6967,Task,2020-02-27,2020-03-18,2020-04-17,,2020-04-17
VD-6966,Story,2020-02-27,,2020-02-28,2020-03-03,2020-03-03
VD-6963,Story,2020-03-16,2020-03-30,2020-03-30,2020-03-30,2020-03-31
VD-6962,Story,2020-03-04,2020-03-16,2020-03-17,2020-03-31,2020-04-17
VD-6961,Bug,2020-02-27,,2020-03-05,,2020-03-05
VD-6960,Task,2020-03-12,2020-03-13,2020-03-13,2020-03-16,2020-03-17
VD-6958,Story,2020-02-27,2020-04-01,2020-05-26,2020-05-26,2020-06-08
VD-6957,Bug,2020-02-26,2020-02-27,2020-02-27,2020-02-27,2020-02-27
VD-6956,Task,2020-02-26,,,,2020-06-22
VD-6955,Bug,2020-02-26,,,2020-03-05,2020-03-13
VD-6952,Task,2020-03-05,,,,2020-03-25
VD-6951,Bug,2020-02-26,2020-03-20,2020-03-30,,2020-04-14
VD-6950,Bug,2020-02-26,2020-02-27,2020-02-28,,2020-02-28
VD-6949,Bug,2020-02-26,2020-02-26,2020-02-26,2020-02-26,2020-02-28
VD-6946,Bug,2020-02-26,2020-03-06,2020-03-11,,2020-03-11
VD-6944,Task,2020-03-12,2020-04-08,2020-04-08,,2020-05-05
VD-6937,Story,2020-03-26,2020-04-09,2020-04-15,2020-06-18,2020-06-23
VD-6935,Story,2020-02-27,2020-03-31,2020-05-26,2020-06-05,2020-06-08
VD-6934,Bug,2020-02-26,2020-02-26,2020-02-27,2020-02-27,2020-02-28
VD-6932,Story,2020-02-27,2020-04-01,2020-04-27,2020-05-25,2020-06-08
VD-6927,Task,2020-02-26,2020-03-06,2020-03-06,2020-03-06,2020-03-17
VD-6926,Bug,2020-02-26,2020-03-03,2020-03-05,,2020-03-05
VD-6925,Bug,2020-02-26,2020-03-06,,,2020-03-09
VD-6924,Story,2020-02-26,2020-03-16,2020-03-17,2020-03-31,2020-03-31
VD-6922,Story,2020-03-12,2020-03-24,2020-03-25,2020-03-30,2020-03-30
VD-6921,Story,2020-04-03,2020-04-24,2020-04-27,2020-04-30,2020-05-11
VD-6917,Story,2020-03-05,2020-03-18,2020-03-20,2020-04-08,2020-04-14
VD-6916,Task,2020-03-02,2020-03-02,2020-03-05,2020-03-05,2020-03-17
VD-6910,Story,2020-03-09,2020-04-14,2020-04-15,2020-04-20,2020-04-28
VD-6906,Story,2020-03-16,,,,
VD-6903,Story,2020-03-16,,,,
VD-6902,Story,2020-05-05,2020-06-04,2020-06-04,2020-06-05,2020-06-08
VD-6901,Story,2020-03-02,2020-03-08,2020-03-08,,
VD-6899,Task,2020-02-25,2020-02-25,2020-05-25,2020-06-04,2020-06-09
VD-6898,Bug,2020-02-25,,,,2020-03-02
VD-6897,Bug,2020-02-25,2020-02-27,2020-02-27,,2020-02-27
VD-6896,Bug,2020-02-25,2020-02-26,,2020-02-26,2020-02-28
VD-6895,Task,2020-02-25,,,,2020-06-22
VD-6872,Story,2020-02-28,2020-06-17,2020-06-18,2020-07-06,2020-07-07
VD-6871,Bug,2020-02-25,2020-03-02,2020-03-02,,2020-03-11
VD-6870,Story,2020-02-25,2020-03-12,2020-03-12,2020-03-26,2020-03-31
VD-6869,Story,2020-02-28,2020-04-17,2020-04-28,2020-04-28,2020-05-11
VD-6868,Task,2020-02-28,2020-05-11,2020-02-28,2020-05-27,2020-06-09
VD-6867,Task,2020-02-27,2020-04-09,2020-06-08,2020-06-09,2020-06-09
VD-6865,Story,2020-02-27,2020-04-17,2020-04-28,2020-05-19,2020-05-20
VD-6864,Task,2020-02-24,2020-04-29,2020-05-29,2020-04-22,2020-06-09
VD-6862,Bug,2020-02-24,2020-02-28,2020-02-28,,2020-02-28
VD-6861,Bug,2020-02-24,,,2020-02-24,2020-06-02
VD-6854,Story,2020-02-24,2020-04-16,,2020-04-27,2020-05-12
VD-6853,Story,2020-02-24,2020-03-25,2020-03-26,2020-03-30,2020-03-30
VD-6852,Story,2020-02-22,,,,2020-04-13
VD-6848,Story,2020-03-31,2020-04-28,2020-04-29,2020-05-21,2020-05-26
VD-6842,Story,2020-03-09,2020-04-20,2020-04-23,2020-04-27,2020-05-04
VD-6840,Story,2020-03-23,2020-04-29,2020-04-29,2020-04-29,2020-05-04
VD-6839,Story,2020-03-10,2020-03-30,2020-04-02,2020-04-02,2020-04-07
VD-6836,Bug,2020-02-21,,,2020-05-14,2020-05-18
VD-6832,Story,2020-02-21,2020-02-28,2020-03-03,2020-03-04,2020-03-04
VD-6831,Story,2020-02-28,2020-03-17,2020-03-19,2020-03-19,2020-03-23
VD-6828,Task,2020-02-21,2020-03-05,2020-03-06,,2020-03-06
VD-6827,Story,2020-02-21,2020-03-24,2020-03-26,2020-03-26,2020-03-27
VD-6824,Story,2020-02-21,2020-03-24,2020-03-31,2020-04-01,2020-04-13
VD-6823,Bug,2020-02-21,2020-02-26,2020-03-17,,2020-03-17
VD-6821,Task,2020-03-31,2020-04-08,2020-04-09,2020-04-09,2020-04-14
VD-6816,Bug,2020-02-20,2020-03-07,2020-03-10,,2020-03-10
VD-6815,Bug,2020-02-20,2020-02-25,2020-02-26,,2020-02-26
VD-6814,Bug,2020-02-20,2020-02-28,2020-03-02,,2020-03-03
VD-6813,Bug,2020-02-20,2020-02-25,2020-02-26,,2020-02-28
VD-6812,Bug,2020-02-20,,,,2020-04-15
VD-6810,Bug,2020-02-20,,2020-02-24,2020-03-03,2020-03-03
VD-6809,Bug,2020-02-20,2020-02-28,,,2020-03-12
VD-6808,Bug,2020-02-20,,,,2020-02-21
VD-6805,Bug,2020-02-20,2020-02-21,2020-02-25,,2020-02-20
VD-6804,Bug,2020-02-20,2020-02-25,2020-02-25,,2020-02-25
VD-6792,Bug,2020-02-20,2020-02-27,2020-03-02,,2020-03-02
VD-6791,Task,2020-02-20,2020-02-26,,2020-02-27,2020-02-28
VD-6789,Bug,2020-02-19,,2020-02-20,2020-02-20,2020-02-28
VD-6782,Task,2020-02-19,2020-03-10,2020-03-12,2020-03-18,2020-03-27
VD-6781,Story,2020-02-19,2020-04-17,2020-04-27,2020-04-28,2020-05-11
VD-6780,Task,2020-02-19,2020-03-24,2020-04-30,2020-04-30,2020-05-12
VD-6779,Story,2020-02-19,2020-03-25,2020-03-31,2020-05-12,2020-05-12
VD-6776,Bug,2020-02-19,,2020-04-20,2020-04-20,2020-04-23
VD-6774,Story,2020-05-26,2020-06-08,2020-06-08,2020-06-08,2020-06-09
VD-6772,Story,2020-03-06,2020-03-13,2020-03-13,2020-03-19,2020-03-30
VD-6771,Story,2020-05-15,2020-05-21,2020-05-22,2020-05-26,2020-05-26
VD-6770,Story,2020-05-07,2020-05-18,2020-05-22,2020-05-26,2020-05-26
VD-6764,Bug,2020-02-18,,,,2020-02-21
VD-6763,Bug,2020-02-18,2020-03-09,2020-03-09,,2020-03-10
VD-6761,Story,2020-03-25,2020-03-30,2020-03-31,2020-03-31,2020-03-31
VD-6757,Story,2020-03-19,2020-03-27,2020-03-30,2020-03-30,2020-03-31
VD-6752,Story,2020-05-15,2020-05-26,2020-05-26,2020-05-26,2020-05-26
VD-6748,Story,2020-04-10,2020-04-15,2020-04-17,2020-04-17,2020-04-27
VD-6746,Story,2020-03-13,2020-03-26,2020-03-26,2020-03-30,2020-03-30
VD-6745,Story,2020-03-05,2020-03-16,2020-03-17,2020-03-17,2020-03-30
VD-6739,Bug,2020-02-18,2020-02-18,2020-02-27,,2020-02-27
VD-6735,Story,2020-03-31,2020-04-17,2020-04-28,2020-05-21,2020-05-26
VD-6734,Task,2020-02-18,2020-02-21,2020-02-25,2020-02-25,2020-03-02
VD-6733,Bug,2020-02-18,2020-02-20,2020-02-21,,2020-03-11
VD-6731,Task,2020-02-18,2020-02-21,2020-02-25,2020-02-27,2020-02-28
VD-6730,Bug,2020-02-18,2020-02-25,2020-02-26,,2020-02-26
VD-6727,Story,2020-02-17,2020-02-28,2020-03-03,2020-03-05,2020-03-05
VD-6726,Story,2020-02-17,2020-02-24,,2020-02-25,2020-02-28
VD-6725,Bug,2020-02-17,2020-02-24,,,2020-02-26
VD-6724,Story,2020-02-17,,2020-02-21,2020-02-26,2020-02-28
VD-6723,Story,2020-02-25,2020-02-28,2020-05-25,2020-06-04,2020-06-09
VD-6722,Bug,2020-02-17,,,2020-02-19,2020-02-19
VD-6720,Bug,2020-02-17,2020-02-27,2020-02-27,,2020-02-28
VD-6716,Bug,2020-02-17,,,,2020-02-17
VD-6715,Bug,2020-02-17,2020-02-19,,2020-02-25,2020-02-28
VD-6714,Story,2020-02-21,2020-03-03,2020-03-05,2020-03-17,2020-03-17
VD-6713,Story,2020-02-19,2020-03-12,2020-03-12,2020-03-31,2020-03-31
VD-6712,Story,2020-02-19,2020-02-25,2020-02-26,2020-03-02,2020-03-03
VD-6711,Story,2020-02-19,,,,2020-02-24
VD-6710,Story,2020-02-19,,,2020-02-26,2020-03-05
VD-6709,Story,2020-02-16,2020-02-19,2020-02-21,2020-02-21,2020-02-24
VD-6708,Story,2020-02-16,2020-02-19,2020-02-20,2020-02-21,2020-02-24
VD-6706,Bug,2020-02-14,2020-03-12,2020-03-12,,2020-03-12
VD-6705,Bug,2020-02-14,2020-02-25,2020-03-02,,2020-03-02
VD-6704,Bug,2020-02-14,2020-02-28,2020-03-02,,2020-03-02
VD-6703,Bug,2020-02-14,2020-02-25,2020-03-02,,2020-03-02
VD-6701,Task,2020-02-14,2020-02-20,2020-02-21,2020-02-21,2020-03-02
VD-6699,Bug,2020-02-14,2020-02-20,2020-02-26,,2020-02-26
VD-6697,Bug,2020-02-14,2020-02-20,,2020-02-20,2020-02-28
VD-6694,Bug,2020-02-14,2020-02-20,,,2020-02-26
VD-6693,Story,2020-02-14,2020-02-20,2020-02-20,2020-03-17,2020-03-17
VD-6692,Bug,2020-02-14,2020-02-27,2020-03-03,,2020-03-03
VD-6685,Story,2020-02-14,2020-02-17,,,2020-03-02
VD-6683,Story,2020-02-14,2020-02-24,2020-02-27,2020-02-27,2020-02-28
VD-6679,Story,2020-02-17,2020-02-21,2020-02-25,2020-02-26,2020-02-27
VD-6678,Story,2020-02-17,2020-02-24,2020-02-26,2020-02-26,2020-02-27
VD-6676,Story,2020-02-17,2020-02-24,2020-02-27,2020-02-28,2020-03-02
VD-6675,Story,2020-03-02,2020-04-16,2020-04-20,2020-04-28,2020-04-28
VD-6674,Story,2020-02-17,2020-02-25,2020-02-26,2020-02-27,2020-02-27
VD-6673,Story,2020-02-17,2020-02-25,2020-02-26,2020-02-27,2020-02-27
VD-6672,Story,2020-02-17,2020-02-24,2020-02-28,2020-03-09,2020-03-13
VD-6671,Story,2020-02-17,2020-02-25,2020-02-26,2020-02-27,2020-02-28
VD-6670,Story,2020-02-17,2020-02-21,2020-02-24,2020-02-27,2020-02-27
VD-6669,Story,2020-02-17,2020-02-24,2020-02-27,2020-02-28,2020-03-02
VD-6667,Story,2020-02-17,2020-02-20,2020-02-24,2020-02-24,2020-02-27
VD-6666,Story,2020-02-17,2020-02-21,2020-02-21,2020-02-28,2020-03-02
VD-6664,Bug,2020-02-13,2020-02-13,,2020-02-14,2020-02-17
VD-6663,Story,2020-02-17,2020-03-25,2020-04-03,2020-04-14,2020-04-21
VD-6662,Story,2020-02-13,,,,2020-04-13
VD-6659,Task,2020-02-12,2020-02-20,2020-02-26,2020-02-26,2020-03-02
VD-6658,Bug,2020-02-12,2020-02-28,2020-03-02,,2020-03-05
VD-6656,Story,2020-02-14,,,,2020-02-26
VD-6655,Bug,2020-02-12,,,,2020-02-13
VD-6650,Bug,2020-02-12,2020-02-12,,,2020-02-13
VD-6646,Bug,2020-02-12,2020-02-12,2020-02-14,2020-02-14,2020-02-14
VD-6644,Story,2020-02-12,,2020-04-06,2020-04-15,2020-04-16
VD-6643,Story,2020-02-12,2020-03-09,,2020-03-17,2020-03-17
VD-6642,Bug,2020-02-12,2020-02-12,2020-02-12,,2020-02-14
VD-6637,Story,2020-02-11,2020-02-12,2020-02-27,2020-03-09,2020-03-13
VD-6634,Bug,2020-02-11,2020-02-28,,,2020-03-05
VD-6632,Task,2020-02-24,,,,2020-03-02
VD-6630,Story,2020-02-11,2020-03-02,2020-03-03,2020-03-06,2020-03-11
VD-6629,Story,2020-02-11,2020-02-12,2020-02-17,2020-02-21,2020-02-28
VD-6628,Story,2020-02-11,2020-02-18,2020-02-26,2020-03-04,2020-03-04
VD-6626,Bug,2020-02-11,2020-02-17,2020-03-04,,2020-03-10
VD-6625,Story,2020-02-11,2020-03-25,2020-03-27,2020-03-30,2020-03-30
VD-6624,Bug,2020-02-11,,,,2020-04-28
VD-6621,Bug,2020-02-11,2020-02-28,,,2020-03-05
VD-6619,Bug,2020-02-11,2020-04-27,2020-04-30,,2020-04-30
VD-6618,Bug,2020-02-11,2020-02-11,2020-02-12,,2020-02-12
VD-6611,Story,2020-02-11,2020-04-19,2020-05-08,2020-06-15,2020-06-23
VD-6610,Bug,2020-02-10,2020-03-24,,,2020-03-26
VD-6608,Bug,2020-02-10,2020-02-27,2020-03-04,,2020-06-04
VD-6607,Story,2020-02-10,,,,2020-05-05
VD-6606,Bug,2020-02-10,2020-02-18,2020-02-20,,2020-02-21
VD-6605,Bug,2020-02-10,,,,2020-03-23
VD-6604,Bug,2020-02-10,2020-02-12,2020-02-13,,2020-02-13
VD-6603,Bug,2020-02-10,2020-02-11,2020-02-12,,2020-02-12
VD-6602,Story,2020-02-10,,,,2020-05-05
VD-6601,Story,2020-02-10,2020-02-11,2020-02-11,2020-02-11,2020-02-17
VD-6599,Story,2020-02-10,2020-02-10,2020-02-10,2020-02-10,2020-02-11
VD-6591,Bug,2020-02-10,2020-02-28,,,2020-03-05
VD-6589,Bug,2020-02-09,,2020-02-11,2020-02-11,2020-02-12
VD-6588,Story,2020-02-09,2020-03-05,2020-03-13,2020-03-16,2020-03-17
VD-6587,Story,2020-02-08,2020-02-10,2020-02-12,2020-02-14,2020-02-17
VD-6582,Bug,2020-02-07,,,,2020-05-05
VD-6581,Task,2020-02-19,2020-03-21,2020-03-24,2020-04-28,2020-04-28
VD-6579,Bug,2020-02-07,,,,
VD-6576,Bug,2020-02-07,2020-04-22,2020-04-22,,2020-04-22
VD-6573,Bug,2020-02-07,,,,2020-02-07
VD-6570,Story,2020-02-07,2020-02-20,2020-02-21,2020-02-27,2020-03-11
VD-6567,Story,2020-02-11,,,2020-04-02,2020-04-13
VD-6565,Task,2020-02-07,,,,2020-06-22
VD-6563,Story,2020-02-07,,2020-02-10,2020-02-12,2020-02-12
VD-6562,Story,2020-02-07,2020-02-07,2020-02-07,2020-02-10,2020-02-10
VD-6561,Story,2020-02-07,2020-02-07,2020-02-08,2020-02-10,2020-02-10
VD-6559,Bug,2020-02-07,2020-02-10,2020-02-18,,2020-02-19
VD-6558,Task,2020-02-06,,,,2020-02-28
VD-6556,Task,2020-02-06,2020-02-07,2020-02-11,,2020-02-11
VD-6551,Bug,2020-02-06,,,,
VD-6548,Bug,2020-02-06,,,2020-02-07,2020-02-07
VD-6547,Task,2020-02-05,2020-02-12,2020-02-12,2020-02-20,2020-02-20
VD-6546,Bug,2020-02-05,,2020-02-06,,2020-02-06
VD-6537,Bug,2020-02-05,,,,2020-02-07
VD-6536,Story,2020-02-05,2020-02-25,2020-02-28,2020-03-02,2020-03-03
VD-6535,Bug,2020-02-05,2020-03-09,2020-03-10,,2020-03-10
VD-6534,Bug,2020-02-05,2020-02-20,2020-02-24,,2020-02-25
VD-6533,Story,2020-02-05,2020-05-13,,2020-05-13,2020-05-18
VD-6522,Story,2020-02-05,,,2020-02-17,2020-02-21
VD-6520,Story,2020-02-04,2020-04-21,,2020-04-24,2020-04-28
VD-6519,Bug,2020-02-04,,,2020-03-16,2020-03-17
VD-6516,Bug,2020-02-04,2020-02-28,2020-03-02,,2020-03-02
VD-6513,Bug,2020-02-04,,2020-03-06,,2020-03-06
VD-6512,Task,2020-02-19,,,,2020-03-02
VD-6511,Task,2020-02-04,,,2020-02-05,2020-02-17
VD-6510,Bug,2020-02-04,2020-02-12,2020-02-12,,2020-02-14
VD-6507,Story,2020-02-05,2020-02-07,2020-02-07,2020-02-07,2020-02-11
